1520530313.1997306,-0.02771525,-0.03565231,-0.08012724,-0.02682798,-0.02558855,0.02155744,0.99908
1520530313.2497358,-0.02826384,-0.03495341,-0.08110596,-0.02617004,-0.0263671,0.02181664,0.9990715
1520530313.2997377,-0.02946288,-0.03393078,-0.08272368,-0.0261937,-0.02729882,0.02154066,0.9990519
1520530313.3497388,-0.02921462,-0.03518793,-0.08538599,-0.02691154,-0.02846441,0.02206017,0.998989
1520530313.3997898,-0.03461791,-0.03871203,-0.09422769,-0.02782463,-0.02854464,0.02111091,0.9989822
1520530313.4497428,-0.03411053,-0.0398678,-0.09684192,-0.02819908,-0.02965228,0.02153099,0.9989304
1520530313.4997439,-0.03351644,-0.0405223,-0.09726005,-0.02812435,-0.03036719,0.02146126,0.9989126
1520530313.5497458,-0.03558048,-0.0404069,-0.09891278,-0.02812643,-0.03030095,0.02108248,0.9989226
1520530313.5997469,-0.03527562,-0.04191181,-0.09950488,-0.02855182,-0.0307974,0.02059251,0.9989055
1520530313.649745,-0.03468345,-0.03976424,-0.1008754,-0.02819015,-0.03162595,0.01969625,0.998908
1520530313.6997461,-0.03885839,-0.04403285,-0.1117752,-0.0303447,-0.0334648,0.02149373,0.9987479
1520530313.749748,-0.04117279,-0.04488405,-0.1165936,-0.03168261,-0.03414151,0.02141558,0.9986851
1520530313.7997501,-0.04105817,-0.04810125,-0.119396,-0.03291648,-0.03548636,0.02214445,0.9985824
1520530313.8497512,-0.04371543,-0.04800406,-0.1217064,-0.03246582,-0.03557658,0.02163263,0.9986052
1520530313.8997531,-0.04293036,-0.05126826,-0.1228934,-0.03262318,-0.03607411,0.02116142,0.9985923
1520530313.9497542,-0.03704742,-0.05430846,-0.122908,-0.03075234,-0.03861739,0.02273431,0.998522
1520530313.9997561,-0.03700903,-0.04632495,-0.1249383,-0.0277244,-0.03955674,0.02017795,0.9986288
1520530314.049757,-0.03935394,-0.04595748,-0.131524,-0.02728816,-0.04211024,0.01943265,0.9985512
1520530314.0997627,-0.04130806,-0.05262955,-0.1427994,-0.02936491,-0.04596563,0.02024602,0.998306
1520530314.1497648,-0.04239578,-0.0566655,-0.1552335,-0.03073727,-0.05048101,0.0195352,0.9980608
1520530314.1997659,-0.01748955,-0.03348227,-0.09349213,-0.0297745,-0.05907422,0.01913845,0.9976259
1520530314.2497678,-0.01807866,-0.0408959,-0.1025927,-0.03245655,-0.06576245,0.02240136,0.9970557
1520530314.2997689,-0.01702604,-0.04345353,-0.111684,-0.03233663,-0.07256371,0.02440455,0.9965407
1520530314.3497708,-0.004829321,-0.01902859,-0.05051004,-0.02918846,-0.08090282,0.02605772,0.9959537
1520530314.3997729,-0.004116233,-0.02131758,-0.05616659,-0.03002864,-0.09002262,0.03080823,0.9950101
1520530314.449774,0.00289289,-0.005654135,-0.02300445,-0.02265139,-0.1024464,0.01937626,0.9942918
1520530314.4997742,0.003801249,-0.006519768,-0.02518507,-0.02592625,-0.1130411,0.02396625,0.9929628
1520530314.5497766,0.005498399,-0.004586997,-0.02372995,-0.02637497,-0.1245502,0.01927342,0.9916754
1520530314.5997775,0.006748934,-0.005048153,-0.02587781,-0.02772368,-0.1379274,0.01936706,0.9898648
1520530314.6497793,0.008114231,-0.004611604,-0.02800056,-0.02536019,-0.1516674,0.01640197,0.9879701
1520530314.6997805,0.01037742,-0.003823394,-0.02971341,-0.02107679,-0.1674082,0.0139737,0.9855633
1520530314.7497823,0.006229245,-0.0008404248,-0.01410801,-0.01481129,-0.1788737,0.009331272,0.9837163
1520530314.7997873,0.007235549,0.0001711731,-0.01469492,-0.0086852,-0.1927478,0.005672941,0.9811935
1520530314.8497844,0.008263161,0.0007365134,-0.01330967,0.001302644,-0.2059014,0.003772885,0.9785646
1520530314.8998103,0.008158781,0.001331435,-0.01184001,0.01606924,-0.2147857,0.002140742,0.9765267
1520530314.9498127,0.007537478,0.001665651,-0.009084859,0.03406105,-0.222662,0.004319307,0.974291
1520530314.9999194,0.007215145,0.001964457,-0.007926184,0.04726164,-0.2270798,0.005744712,0.9727117
1520530315.0498154,0.008347249,0.002532604,-0.008102551,0.06186768,-0.2363181,0.01171433,0.9696334
1520530315.0998166,0.008721137,0.002965177,-0.007714569,0.07150397,-0.2402501,0.008731523,0.9680345
1520530315.1498184,0.009412536,0.003167742,-0.007408799,0.07993257,-0.2441432,0.009951705,0.966388
1520530315.1998193,0.009619081,0.003387071,-0.007396445,0.08531782,-0.2481755,0.01157536,0.9648812
1520530315.2498214,0.00931284,0.0033723,-0.00685764,0.09011513,-0.2500293,0.01537639,0.963913
