1520530313.1997306,-0.004835863,0.003057013,-0.003510681,-0.007784546,-0.007324868,0.004953437,0.9999306
1520530313.2497358,-0.005009083,0.002690241,-0.003507387,-0.008086598,-0.008322413,0.005991317,0.9999148
1520530313.2997377,-0.005220862,0.002764374,-0.003695974,-0.008317292,-0.008720523,0.006519834,0.9999061
1520530313.3497388,-0.005426084,0.002825245,-0.00385375,-0.008551119,-0.009157572,0.006298629,0.9999017
1520530313.3997898,-0.005426285,0.002803485,-0.003847069,-0.008949796,-0.009769826,0.00529077,0.9998983
1520530313.4497428,-0.005496121,0.002955204,-0.004008368,-0.008643334,-0.01006864,0.005494537,0.9998969
1520530313.4997439,-0.00555222,0.00292706,-0.003941347,-0.008383989,-0.01038538,0.004858469,0.9998991
1520530313.5497458,-0.005945489,0.002844079,-0.004084892,-0.008808582,-0.009883414,0.004553782,0.999902
1520530313.5997469,-0.005951311,0.002648881,-0.004207673,-0.009267661,-0.01059834,0.004256812,0.9998919
1520530313.649745,-0.006049566,0.th002702857,-0.004451255,-0.00937509,-0.0110924,0.003795359,0.9998873
1520530313.6997461,-0.006418167,0.002896913,-0.004640222,-0.009859978,-0.01117937,0.003835246,0.9998816
1520530313.749748,-0.006661769,0.003050189,-0.004753813,-0.01018843,-0.01116192,0.002781395,0.999882
1520530313.7997501,-0.006672474,0.002921539,-0.004632856,-0.0107399,-0.01216234,0.001993865,0.9998664
1520530313.8497512,-0.00707249,0.00313818,-0.004726538,-0.01040557,-0.01149727,0.001276369,0.9998789
1520530313.8997531,-0.006829948,0.002275696,-0.004749099,-0.01207546,-0.01248524,0.001401309,0.9998482
1520530313.9497542,-0.006860811,0.002192007,-0.003738662,-0.01014729,-0.01306164,-0.0008577154,0.9998628
1520530313.9997561,-0.006919435,0.001906324,-0.003761752,-0.01009571,-0.01362004,-0.001852973,0.9998546
1520530314.049757,-0.007431429,0.001542798,-0.003970646,-0.01094779,-0.01468684,-0.002773701,0.9998284
